CPU Name ,"CPU Mark
","Rank
"
AMD Athlon II X4 640,"2,269",3197
MediaTek MT6771V/WM,"2,267",3198
Intel Celeron G3930 @ 2.90GHz,"2,266",3199
Intel Core i3-3225 @ 3.30GHz,"2,264",3200
Intel Xeon X3350 @ 2.66GHz,"2,263",3201
Intel Xeon E3-1220L @ 2.20GHz,"2,263",3202
Intel Xeon L5430 @ 2.66GHz,"2,260",3203
AMD Athlon II X4 638 Quad-Core,"2,260",3204
Intel Pentium 4417U @ 2.30GHz,"2,259",3205
AMD Phenom II X4 925,"2,257",3206
Intel Pentium 4415U @ 2.30GHz,"2,253",3207
Intel Celeron G4900T @ 2.90GHz,"2,252",3208
Intel Xeon E5430 @ 2.66GHz,"2,251",3209
mt6779,"2,251",3210
Intel Core2 Quad Q9500 @ 2.83GHz,"2,249",3211
Intel Core i5-650 @ 3.20GHz,"2,248",3212
Intel Core i5-2520M @ 2.50GHz,"2,246",3213
Intel Celeron J3455 @ 1.50GHz,"2,246",3214
Intel Celeron N6211 @ 1.20GHz,"2,245",3215
AMD A10-8700P,"2,244",3216
ARM Cortex-A72 4 Core 0 MHz,"2,244",3217
AMD Athlon II X4 635,"2,242",3218
Intel Core2 Extreme Q6850 @ 3.00GHz,"2,242",3219
Intel Core i5-3427U @ 1.80GHz,"2,241",3220
Intel Pentium 5405U @ 2.30GHz,"2,239",3221
AMD Phenom II X4 B40,"2,238",3222
Intel Core i7-3555LE @ 2.50GHz,"2,238",3223
"Qualcomm Technologies, Inc SDM662","2,237",3224
AMD PRO A8-8600B,"2,232",3225
Intel Xeon E5462 @ 2.80GHz,"2,231",3226
MT6769V,"2,229",3227
Intel Core i5-8200Y @ 1.30GHz,"2,229",3228
MT6969T,"2,228",3229
Intel Core i3-3210 @ 3.20GHz,"2,222",3230
ARM Kryo-3XX-Gold 4 Core 1766 MHz,"2,222",3231
Intel Celeron G3930TE @ 2.70GHz,"2,218",3232
Intel Core i3-5020U @ 2.20GHz,"2,216",3233
MediaTek MT6797X,"2,212",3234
ARM Cortex-A72 8 Core 2016 MHz,"2,208",3235
AMD Phenom II X4 973,"2,204",3236
AMD PRO A10-8700B,"2,203",3237
Intel Core2 Quad Q9450 @ 2.66GHz,"2,203",3238
Intel Pentium G3440 @ 3.30GHz,"2,202",3239
ARM Cortex-A72 4 Core 2016 MHz,"2,201",3240
AMD A6-3670 APU,"2,198",3241
Intel Xeon X5472 @ 3.00GHz,"2,197",3242
"Qualcomm Technologies, Inc SDM636","2,197",3243
AMD PRO A8-9600B,"2,195",3244
Qualcomm SDM439,"2,195",3245
Intel Celeron J3455E @ 1.50GHz,"2,193",3246
Intel Core i3-21050 @ 3.10GHz,"2,193",3247
AMD A8-3820 APU,"2,192",3248
MediaTek G70 (MT6769V/WB),"2,192",3249
Intel Pentium G4400TE @ 2.40GHz,"2,190",3250
Allwinner A527,"2,187",3251
Mediatek MT6765V/WA,"2,186",3252
Intel Core i5-4200U @ 1.60GHz,"2,185",3253
Intel Pentium G3450 @ 3.40GHz,"2,182",3254
AMD Phenom II X4 920,"2,181",3255
Intel Core i3-5010U @ 2.10GHz,"2,181",3256
Intel Core m3-6Y30 @ 0.90GHz,"2,179",3257
"Qualcomm Technologies, Inc BENGAL-IOT","2,175",3258
Intel Atom C2750 @ 2.41GHz,"2,174",3259
AMD Athlon II X4 630,"2,173",3260
Intel Core2 Quad Q9505 @ 2.83GHz,"2,171",3261
ARM Cortex-A76 4 Core 2400 MHz,"2,171",3262
Intel Core i5-3437U @ 1.90GHz,"2,167",3263
Samsung Exynos 7420,"2,164",3264
MT6797M,"2,162",3265
Intel Pentium N4200 @ 1.10GHz,"2,162",3266
AMD Phenom II X4 B93,"2,159",3267
AMD A8-7200P,"2,158",3268
Intel Core2 Quad Q9400 @ 2.66GHz,"2,157",3269
AMD A8-7690K,"2,157",3270
Intel Celeron G5900T @ 3.20GHz,"2,155",3271
AMD FirePro A320 APU,"2,153",3272
Intel Core i5-4250U @ 1.30GHz,"2,149",3273
Intel Core2 Extreme Q6800 @ 2.93GHz,"2,145",3274
Intel Xeon L5420 @ 2.50GHz,"2,143",3275
QTI MSM8937,"2,142",3276
"Qualcomm Technologies, Inc SM4250","2,139",3277
"Qualcomm Technologies, Inc MSM8976SG","2,139",3278
Intel Celeron G3900 @ 2.80GHz,"2,138",3279
Intel Celeron N4505 @ 2.00GHz,"2,136",3280
MT6765H,"2,132",3281
MediaTek MT6763V/CE,"2,130",3282
Intel Atom x6414RE @ 1.50GHz,"2,128",3283
Common KVM v2,"2,127",3284
Qualcomm MSM8956,"2,127",3285
Intel Pentium G3430 @ 3.30GHz,"2,127",3286
"Qualcomm Technologies, Inc APQ8053","2,123",3287
AMD A10-7400P,"2,120",3288
AMD Athlon II X4 631 Quad-Core,"2,118",3289
AMD Phenom II X4 910e,"2,116",3290
AMD Athlon X4 640,"2,115",3291
Hardkernel ODROID-N2Plus,"2,115",3292
Intel Pentium 4405U @ 2.10GHz,"2,114",3293
Intel Core i7-3517U @ 1.90GHz,"2,114",3294
Intel Pentium G3260 @ 3.30GHz,"2,108",3295
AMD Phenom II X4 B25,"2,108",3296
Intel Pentium G3440T @ 2.80GHz,"2,107",3297
Intel Xeon X3330 @ 2.66GHz,"2,102",3298
AMD 3015Ce,"2,099",3299
AMD A6-3650 APU,"2,098",3300
"Qualcomm Technologies, Inc SDM632","2,098",3301
AMD Phenom II X4 820,"2,095",3302
Intel Core i5-3337U @ 1.80GHz,"2,094",3303
Samsung Exynos7870,"2,093",3304
Intel Core2 Quad Q6700 @ 2.66GHz,"2,093",3305
Intel Pentium G2140 @ 3.30GHz,"2,092",3306
AMD Opteron 1385,"2,089",3307
Intel Core i7-640M @ 2.80GHz,"2,085",3308
Samsung Exynos 850,"2,084",3309
Intel Core i3-2125 @ 3.30GHz,"2,082",3310
Intel Celeron 6305 @ 1.80GHz,"2,081",3311
Intel Core i5-2450M @ 2.50GHz,"2,081",3312
AMD Opteron 1389,"2,079",3313
AMD Athlon II X4 655,"2,078",3314
Intel Core i3-3240T @ 2.90GHz,"2,075",3315
AMD Opteron 2384,"2,074",3316
Intel Core2 Quad Q8400 @ 2.66GHz,"2,072",3317
AMD Phenom II X4 830,"2,072",3318
Intel Core i7-610E @ 2.53GHz,"2,071",3319
Apple A9,"2,071",3320
Intel Atom x7-E3950 @ 1.60GHz,"2,071",3321
Intel Core i3-2130 @ 3.40GHz,"2,066",3322
QTI MSM8953,"2,065",3323
AMD Opteron 3250 HE,"2,061",3324
AMD Opteron 4162 EE,"2,058",3325
Intel Pentium G3258 @ 3.20GHz,"2,057",3326
SAMSUNG Exynos7420,"2,054",3327
Mediatek MT6765H,"2,052",3328
AMD A10-5750M APU,"2,052",3329
Intel Xeon X3230 @ 2.66GHz,"2,052",3330
AMD A8-3800 APU,"2,048",3331
rk3399,"2,046",3332
"Qualcomm Technologies, Inc SDM460","2,041",3333
MediaTek MT8768CT,"2,038",3334
Intel Pentium G3460T @ 3.00GHz,"2,036",3335
Intel Celeron G3900E @ 2.40GHz,"2,034",3336
Intel Xeon X3320 @ 2.50GHz,"2,034",3337
Intel Xeon X5355 @ 2.66GHz,"2,033",3338
Intel Xeon E5410 @ 2.33GHz,"2,032",3339
Intel Core i5-2435M @ 2.40GHz,"2,031",3340
Intel Celeron 6305E @ 1.80GHz,"2,030",3341
Intel Core M-5Y51 @ 1.10GHz,"2,030",3342
Intel Xeon X3323 @ 2.50GHz,"2,030",3343
Intel Core i3-2102 @ 3.10GHz,"2,029",3344
AMD Athlon II X4 620,"2,029",3345
Intel Xeon E7- 2830 @ 2.13GHz,"2,027",3346
Intel Celeron G3930T @ 2.70GHz,"2,023",3347
Intel Core i3-4330TE @ 2.40GHz,"2,022",3348
Giada JHS558 (Android),"2,022",3349
Intel Xeon E5420 @ 2.50GHz,"2,022",3350
Intel Pentium G3420 @ 3.20GHz,"2,020",3351
MT8169A,"2,019",3352
AMD Phenom II X4 810,"2,019",3353
Intel Core i5-655K @ 3.20GHz,"2,017",3354
Intel Pentium G3250 @ 3.20GHz,"2,017",3355
Intel Core i5-3317U @ 1.70GHz,"2,015",3356
AMD Phenom II X4 905e,"2,014",3357
Intel Core2 Extreme Q9300 @ 2.53GHz,"2,013",3358
Intel Core i5-2430M @ 2.40GHz,"2,012",3359
Intel Core i3-5005U @ 2.00GHz,"2,011",3360
Intel Core2 Extreme Q9200 @ 2.40GHz,"2,011",3361
Intel Core i7-920XM @ 2.00GHz,"2,002",3362
AMD Phenom II X4 805,"2,001",3363
AMD Athlon II X4 615e,"2,000",3364
Intel Core i7-2655LE @ 2.20GHz,"1,999",3365
MediaTek MT8768WT,"1,999",3366
Intel Core2 Quad Q9300 @ 2.50GHz,"1,996",3367
AMD A10-5757M APU,"1,996",3368
AMD Opteron 2427,"1,995",3369
AMD Athlon II X3 460,"1,992",3370
ARM Neoverse-V2 2 Core 0 MHz,"1,991",3371
ARM Neoverse-N2 2 Core 0 MHz,"1,987",3372
Intel Celeron N3450 @ 1.10GHz,"1,983",3373
AMD A8-6500T APU,"1,983",3374
Intel Core i7-620M @ 2.67GHz,"1,980",3375
Mediatek MT8768CA,"1,978",3376
"Qualcomm Technologies, Inc 450","1,978",3377
Intel Core M-5Y71 @ 1.20GHz,"1,978",3378
Intel Core i3-5015U @ 2.10GHz,"1,976",3379
Intel Xeon X3220 @ 2.40GHz,"1,973",3380
Intel Core i3-2120 @ 3.30GHz,"1,972",3381
Intel Core i7-840QM @ 1.87GHz,"1,970",3382
Intel Core i7-3689Y @ 1.50GHz,"1,967",3383
Intel Celeron N6210 @ 1.20GHz,"1,967",3384
Intel Core i5-580M @ 2.67GHz,"1,966",3385
AMD Athlon II X4 605e,"1,964",3386
Intel Xeon E5506 @ 2.13GHz,"1,961",3387
AMD Athlon II X4 610e,"1,959",3388
Intel Pentium G3240 @ 3.10GHz,"1,958",3389
Mediatek MT8768,"1,957",3390
Allwinner h728,"1,953",3391
Intel Atom E3900 @ 1.60GHz,"1,953",3392
"Qualcomm Technologies, Inc QCS610","1,949",3393
ARM Cortex-A76 2 Core 0 MHz,"1,949",3394
Intel Core i3-4120U @ 2.00GHz,"1,948",3395
Intel Core i3-3220T @ 2.80GHz,"1,947",3396
Intel Core i5-2410M @ 2.30GHz,"1,947",3397
AMD A10-4600M APU,"1,947",3398
AMD Phenom 9850B Quad-Core,"1,946",3399
Intel Core i3-4025U @ 1.90GHz,"1,944",3400
MT6757W,"1,941",3401
AMD Athlon II X3 455,"1,939",3402
"Qualcomm Technologies, Inc SDM630","1,938",3403
Intel Xeon X6550 @ 2.00GHz,"1,936",3404
Intel Xeon E5603 @ 1.60GHz,"1,935",3405
Intel Core i5-3439Y @ 1.50GHz,"1,928",3406
AMD Athlon 5370 APU,"1,927",3407
AMD FX-7500 APU,"1,925",3408
Intel Core i3-4158U @ 2.00GHz,"1,921",3409
Intel Core i5-2415M @ 2.30GHz,"1,918",3410
AMD Opteron 3320 EE,"1,918",3411
MT6765V/WB,"1,918",3412
ARM Cortex-A76 8 Core 0 MHz,"1,917",3413
AMD PRO A6-8570,"1,916",3414
Intel Core2 Quad Q8300 @ 2.50GHz,"1,913",3415
MT8768CA,"1,912",3416
Intel Pentium G3420T @ 2.70GHz,"1,912",3417
Intel Celeron G1850 @ 2.90GHz,"1,911",3418
AMD Opteron X2170 APU,"1,911",3419
Intel Celeron G3900T @ 2.60GHz,"1,910",3420
Intel Atom C3538 @ 2.10GHz,"1,910",3421
Intel Core i7-2637M @ 1.70GHz,"1,909",3422
Allwinner A523,"1,909",3423
Intel Atom x5-E3940 @ 1.60GHz,"1,908",3424
P22,"1,908",3425
Intel Core i5-4422E @ 1.80GHz,"1,907",3426
Intel Pentium G2130 @ 3.20GHz,"1,906",3427
Intel Core i3-3130M @ 2.60GHz,"1,906",3428
AMD Phenom II X4 B05e,"1,906",3429
Intel Core M-5Y10a @ 0.80GHz,"1,905",3430
Intel Xeon E5507 @ 2.27GHz,"1,905",3431
MediaTek MT6765V/CB,"1,904",3432
Intel Core M-5Y10c @ 0.80GHz,"1,904",3433
Intel Pentium G3450T @ 2.90GHz,"1,904",3434
MediaTek MT6797,"1,903",3435
AMD Opteron 2419 EE,"1,902",3436
Intel Core i5-560M @ 2.67GHz,"1,900",3437
Intel Pentium G2120 @ 3.10GHz,"1,896",3438
Welcome SC9863A,"1,896",3439
Intel Core M-5Y31 @ 0.90GHz,"1,896",3440
HiSilicon Kirin 659,"1,893",3441
Intel Core i7-2677M @ 1.80GHz,"1,889",3442
Intel Core i5-2510E @ 2.50GHz,"1,884",3443
AMD Phenom 9950 Quad-Core,"1,884",3444
AMD PRO A6-8550B,"1,882",3445
Intel Core i5-2515E @ 2.50GHz,"1,882",3446
Intel Pentium G3220 @ 3.00GHz,"1,881",3447
Intel Core i3-4030U @ 1.90GHz,"1,878",3448
AMD A6-9500,"1,877",3449
AMD Athlon II X3 450,"1,872",3450
Intel Core M-5Y70 @ 1.10GHz,"1,872",3451
AMD A6-3620 APU,"1,869",3452
Intel Xeon E5345 @ 2.33GHz,"1,868",3453
AMD A10 PRO-7350B APU,"1,867",3454
AMD Opteron 2378,"1,864",3455
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,"1,862",3456
Intel Core i3-4110U @ 1.90GHz,"1,860",3457
Intel Pentium G3260T @ 2.90GHz,"1,856",3458
Intel Core i3-2100 @ 3.10GHz,"1,856",3459
Intel Core i5-4230U @ 1.90GHz,"1,853",3460
Intel Xeon L5410 @ 2.33GHz,"1,853",3461
Intel Pentium 1403 @ 2.60GHz,"1,851",3462
ARM Cortex-A53 6 Core 1896 MHz,"1,851",3463
Intel Celeron G3900TE @ 2.30GHz,"1,850",3464
Intel Core i3-4100E @ 2.40GHz,"1,848",3465
Intel Core i3-2310E @ 2.10GHz,"1,845",3466
MediaTek MT6765V/CA,"1,844",3467
MT6765,"1,844",3468
AMD Phenom II X3 B77,"1,844",3469
AMD Phenom 9750 Quad-Core,"1,843",3470
AMD Phenom 9600B Quad-Core,"1,842",3471
Samsung Exynos 7904,"1,842",3472
Intel Core i7-740QM @ 1.73GHz,"1,841",3473
Samsung Exynos 7885,"1,839",3474
Intel Core i3-2105 @ 3.10GHz,"1,837",3475
Intel Core2 Quad Q6600 @ 2.40GHz,"1,836",3476
Intel Celeron N4500 @ 1.10GHz,"1,834",3477
"Qualcomm Technologies, Inc MSM8953","1,833",3478
Intel Atom C3508 @ 1.60GHz,"1,831",3479
AMD A8-5557M APU,"1,831",3480
AMD Opteron 2356,"1,829",3481
Virtual @ 2.32GHz,"1,826",3482
AMD Phenom II X4 B15e,"1,825",3483
Intel Core i3-2330E @ 2.20GHz,"1,823",3484
AMD GX-424CC SOC,"1,819",3485
Samsung Exynos 7880,"1,818",3486
"Qualcomm Technologies, Inc MSM8976","1,818",3487
Intel Core i7-820QM @ 1.73GHz,"1,818",3488
MT6763V/CT,"1,817",3489
AMD A8-5550M APU,"1,816",3490
ARM Cortex-A73 4 Core 1989 MHz,"1,815",3491
Intel Pentium G3250T @ 2.80GHz,"1,813",3492
AArch64 rev 4 (aarch64),"1,813",3493
AMD A8-7410 APU,"1,812",3494
Snapdragon 8cx Gen 3 @ 3.0,"1,811",3495
AMD Athlon X4 620,"1,810",3496
Intel Celeron G5900E @ 3.20GHz,"1,809",3497
MT6765V/WA,"1,808",3498
AMD Athlon II X3 445,"1,807",3499
Intel Core2 Quad Q9100 @ 2.26GHz,"1,806",3500
MediaTek MT6757V,"1,804",3501
ARM Cortex-A73 8 Core 1989 MHz,"1,803",3502
Mediatek MT6765V/WB,"1,801",3503
AMD A6-7480,"1,801",3504
AMD A6-7470K,"1,799",3505
Intel Core2 Quad Q8200 @ 2.33GHz,"1,798",3506
AMD Phenom II X940 Quad-Core,"1,797",3507
AMD Opteron 1381,"1,797",3508
AMD GX-420MC SOC,"1,796",3509
Intel Core i5-540M @ 2.53GHz,"1,796",3510
AMD Athlon II X4 600e,"1,795",3511
AMD Athlon 5350 APU,"1,793",3512
Amlogic AMLS905X5,"1,793",3513
Intel Core i3-4000M @ 2.40GHz,"1,788",3514
AMD Athlon X4 530,"1,786",3515
AMD GX-420CA SOC,"1,785",3516
AMD PRO A6-9500,"1,784",3517
AMD PRO A4-3350B APU,"1,784",3518
AMD Phenom X4 Quad-Core GP-9730,"1,784",3519
AMD Athlon X3 455,"1,783",3520
Mediatek MT6762,"1,782",3521
MediaTek MT6757CD,"1,782",3522
AMD Athlon X3 435,"1,781",3523
Intel Celeron G1840 @ 2.80GHz,"1,780",3524
AMD Phenom II X4 910,"1,776",3525
AMD R-464L APU,"1,773",3526
AMD A8-6410 APU,"1,773",3527
AMD Phenom 9650 Quad-Core,"1,772",3528
ASUS Tinker Board 2/2S,"1,771",3529
MT6757WD,"1,771",3530
Intel Xeon L5408 @ 2.13GHz,"1,769",3531
AMD Phenom II N830 3+1,"1,768",3532
AMD A10-5745M APU,"1,766",3533
ZHAOXIN KaiXian KX-6640A@2.6GHz,"1,766",3534
Intel Pentium G2030 @ 3.00GHz,"1,765",3535
Spreadtrum T603,"1,765",3536
AMD Phenom II X3 B75,"1,764",3537
AMD A6-8550,"1,762",3538
Intel Atom x6211E @ 1.30GHz,"1,762",3539
AMD A10-4657M APU,"1,759",3540
Intel Xeon E5405 @ 2.00GHz,"1,753",3541
Qualcomm MSM8976,"1,749",3542
Nvidia Tegra T210,"1,746",3543
Intel Celeron 3965U @ 2.20GHz,"1,746",3544
AMD Opteron 2373 EE,"1,744",3545
HP Hexa-Core 2.0GHz,"1,741",3546
AMD A10-7300 APU,"1,739",3547
Mediatek MT6765V/XBA,"1,738",3548
"Qualcomm Technologies, Inc APQ8096","1,737",3549
Intel Xeon L5335 @ 2.00GHz,"1,737",3550
MT6752M,"1,735",3551
MT6762,"1,735",3552
AMD A6-7310 APU,"1,731",3553
AMD Athlon II X3 440,"1,729",3554
Synaptics VS680,"1,728",3555
MT6752,"1,728",3556
Intel Core i5-520M @ 2.40GHz,"1,727",3557
AMD Phenom II X4 900e,"1,727",3558
AMD A6-9500E,"1,725",3559
AMD Phenom X2 Dual-Core GE-6060,"1,722",3560
AMD Phenom 9850 Quad-Core,"1,712",3561
AMD Phenom II N970 Quad-Core,"1,711",3562
Mediatek MT6765,"1,711",3563
Intel Celeron G1820 @ 2.70GHz,"1,710",3564
AMD A4 PRO-3340B,"1,709",3565
Intel Celeron G1630 @ 2.80GHz,"1,707",3566
MediaTek MT8768WA,"1,706",3567
Unisoc UIS8581A,"1,704",3568
Intel Core i3-3120M @ 2.50GHz,"1,704",3569
AMD Opteron 1356,"1,703",3570
Intel Pentium G2020 @ 2.90GHz,"1,701",3571
AMD A9-9430,"1,699",3572
AMD Phenom FX-5200 Quad-Core,"1,699",3573
Intel Celeron 4305UE @ 2.00GHz,"1,699",3574
AMD A6-3600 APU,"1,697",3575
Intel Pentium 4425Y @ 1.70GHz,"1,697",3576
Intel Atom x6211E @ 1.20GHz,"1,695",3577
AMD A8-4500M APU,"1,694",3578
Intel Pentium G2100T @ 2.60GHz,"1,691",3579
AMD PRO A4-8350B,"1,690",3580
AMD PRO A6-9500E,"1,689",3581
AMD A8-3550MX APU,"1,687",3582
Intel Core i7-2617M @ 1.50GHz,"1,687",3583
Intel Celeron 5305U @ 2.30GHz,"1,684",3584
AMD A6-6310 APU,"1,675",3585
Intel Pentium G3240T @ 2.70GHz,"1,674",3586
AMD A6-5200 APU,"1,674",3587
"Qualcomm Technologies, Inc APQ8076","1,673",3588
MediaTek MT6765G,"1,672",3589
AMD Phenom II X3 B73,"1,671",3590
Spreadtrum SC9863A Board,"1,671",3591
AMD A4-6250J APU,"1,671",3592
AMD A4-7210 APU,"1,670",3593
AMD Phenom II X920 Quad-Core,"1,669",3594
Mediatek MT8768WE,"1,667",3595
Qualcomm MSM8996PRO-AB,"1,667",3596
Intel Core i7-720QM @ 1.60GHz,"1,667",3597
AMD Phenom 9550 Quad-Core,"1,667",3598
Intel Core i3-4010U @ 1.70GHz,"1,662",3599
AMD A6-7400K APU,"1,662",3600
QTI SDM450,"1,660",3601
AMD Phenom 9350e Quad-Core,"1,659",3602
"ARM Phytium,FT-2000/4 4 Core 0 MHz","1,658",3603
ARM Falkor-V1/Kryo 4 Core 1900 MHz,"1,656",3604
Intel Core i3-4005U @ 1.70GHz,"1,655",3605
AMD A10-4655M APU,"1,655",3606
Intel Core i3-4030Y @ 1.60GHz,"1,654",3607
ARM Falkor V1/Kryo 8 Core 1900 MHz,"1,652",3608
Intel Core i5-4220Y @ 1.60GHz,"1,652",3609
AMD PRO A6-8570E,"1,652",3610
Intel Core i3-3110M @ 2.40GHz,"1,650",3611
AMD Phenom X4 Quad-Core GP-9600,"1,649",3612
AMD A8-7100 APU,"1,647",3613
MediaTek MT6762V/CB,"1,644",3614
Intel Core M-5Y10 @ 0.80GHz,"1,644",3615
Intel Core i3-560 @ 3.33GHz,"1,642",3616
AMD A6 PRO-7400B,"1,640",3617
Intel Pentium G3220T @ 2.60GHz,"1,637",3618
AMD Opteron 1354,"1,635",3619
MT6763V/B,"1,633",3620
AMD Athlon II X3 435,"1,633",3621
AMD A8-3510MX APU,"1,631",3622
AMD Embedded R-Series RX-216GD,"1,628",3623
Intel Core i3-550 @ 3.20GHz,"1,628",3624
AMD Athlon X3 445,"1,626",3625
AMD A8-5545M APU,"1,626",3626
Intel Core i5-2557M @ 1.70GHz,"1,625",3627
Intel Pentium G2010 @ 2.80GHz,"1,622",3628
Intel Core i5 E 520 @ 2.40GHz,"1,619",3629
Intel Pentium G2120T @ 2.70GHz,"1,613",3630
High Performance Datacenter v,"1,610",3631
AMD A8-3530MX APU,"1,608",3632
MT6755V/W,"1,608",3633
Samsung Exynos 7884,"1,607",3634
AMD Phenom 9600 Quad-Core,"1,607",3635
Intel Celeron 2000E @ 2.20GHz,"1,607",3636
MediaTek MT6797T,"1,605",3637
AMD GX-416RA SOC,"1,604",3638
AMD Phenom II X3 720,"1,600",3639
AMD Phenom FX-5000 Quad-Core,"1,599",3640
Hisilicon Kirin 935,"1,599",3641
Intel Celeron G1820T @ 2.40GHz,"1,599",3642
Z3-6540M@2.1GHz,"1,599",3643
ZHAOXIN KaiXian KX-6640MA@2.1+GHz,"1,597",3644
Intel Pentium G2030T @ 2.60GHz,"1,597",3645
AMD Embedded G-Series GX-420GI Radeon R7E,"1,596",3646
AMD PRO A6-8500B,"1,592",3647
AMD Athlon II X3 425,"1,591",3648
MediaTek MT6762V/WD,"1,591",3649
Intel Core i5-3339Y @ 1.50GHz,"1,589",3650
Qualcomm MSM8953,"1,589",3651
AMD Phenom II N950 Quad-Core,"1,587",3652
Intel Core2 Quad Q9000 @ 2.00GHz,"1,586",3653
AMD Phenom II X3 710,"1,585",3654
Spreadtrum T310,"1,584",3655
"Qualcomm Technologies, Inc MSM8996pro","1,584",3656
AMD Phenom II N930 Quad-Core,"1,584",3657
Intel Celeron G1620 @ 2.70GHz,"1,583",3658
Intel Core i5-4302Y @ 1.60GHz,"1,580",3659
ARM phytium FT1500a 4 Core 2000 MHz,"1,579",3660
MediaTek MT6763V/V,"1,578",3661
Intel Celeron G1840T @ 2.50GHz,"1,576",3662
Intel Pentium 4415Y @ 1.60GHz,"1,574",3663
AMD A6-6400B APU,"1,573",3664
AMD A6-6420K APU,"1,571",3665
Intel Pentium G3320TE @ 2.30GHz,"1,570",3666
Intel Core i3-2120T @ 2.60GHz,"1,568",3667
ARM Neoverse-V1 2 Core 0 MHz,"1,567",3668
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,"1,566",3669
AMD Phenom X2 Dual-Core GE-5060,"1,566",3670
"Qualcomm Technologies, Inc APQ8094","1,564",3671
AMD Phenom 9500 Quad-Core,"1,564",3672
Intel Celeron 4305U @ 2.20GHz,"1,562",3673
Intel Celeron G1830 @ 2.80GHz,"1,560",3674
QTI SDM439,"1,560",3675
Intel Core i5-4200Y @ 1.40GHz,"1,558",3676
AMD Athlon II X3 420e,"1,557",3677
MT6755V/C,"1,554",3678
Intel Core i5-4202Y @ 1.60GHz,"1,553",3679
AMD A6-6420B APU,"1,550",3680
Intel Xeon E5335 @ 2.00GHz,"1,549",3681
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,"1,547",3682
ARM Cortex-A73 4 Core 1900 MHz,"1,547",3683
AMD Opteron 1352,"1,547",3684
Intel Celeron J4005 @ 2.00GHz,"1,547",3685
Intel Pentium G870 @ 3.10GHz,"1,546",3686
MediaTek MT6762V/WR,"1,546",3687
Intel Celeron G1610 @ 2.60GHz,"1,546",3688
Intel Celeron N4020 @ 1.10GHz,"1,544",3689
MT6750V/CT,"1,544",3690
AMD A4 PRO-7350B,"1,544",3691
Intel Core i3-540 @ 3.07GHz,"1,543",3692
AMD R-460L APU,"1,538",3693
AMD A9-9410,"1,537",3694
Intel Celeron N4020C @ 1.10GHz,"1,537",3695
"Qualcomm Technologies, Inc MSM8956","1,536",3696
Intel Core i5-4210Y @ 1.50GHz,"1,535",3697
AMD A9-9420,"1,534",3698
AMD A4-7300 APU,"1,534",3699
Rockchip RK3399 Excavator Board edp avb (Android),"1,533",3700
Intel Celeron G1620T @ 2.40GHz,"1,532",3701
AMD A4-6320 APU,"1,530",3702
MT6755V/B,"1,530",3703
AMD A8 PRO-7150B APU,"1,528",3704
Intel Core i7-640LM @ 2.13GHz,"1,528",3705
Samsung A13 USA SINGLE REV02B board based on EXYNO,"1,528",3706
Intel Core i7-2610UE @ 1.50GHz,"1,527",3707
Apple A8,"1,526",3708
Intel Pentium 4405Y @ 1.50GHz,"1,526",3709
Mediatek MT8768A,"1,524",3710
Intel Xeon X5270 @ 3.50GHz,"1,524",3711
AMD Phenom 9750B Quad-Core,"1,520",3712
Intel Core i3-2100T @ 2.50GHz,"1,518",3713
ARM Neoverse-N1 2 Core 0 MHz,"1,518",3714
AMD Athlon X3 425,"1,516",3715
AMD A9-9425,"1,515",3716
ARM Cortex-A76 4 Core 2000 MHz,"1,513",3717
AMD Opteron X3216 APU,"1,512",3718
AMD A6-6400K APU,"1,511",3719
Intel Core i3-530 @ 2.93GHz,"1,510",3720
AMD Opteron 2354,"1,509",3721
AMD A4-6210 APU,"1,507",3722
"Qualcomm Technologies, Inc SDA450","1,507",3723
AMD E2-7110 APU,"1,504",3724
AMD Athlon X2 370K Dual Core,"1,504",3725
Intel Celeron 2970M @ 2.20GHz,"1,501",3726
"Qualcomm Technologies, Inc SDM439","1,500",3727
Intel Pentium G860 @ 3.00GHz,"1,494",3728
Intel Core i5-4300Y @ 1.60GHz,"1,492",3729
ZHAOXIN KaiXian ZX-D D4600@2.0GHz,"1,492",3730
Intel Xeon E5504 @ 2.00GHz,"1,489",3731
ARM Cortex-A76 4 Core 1500 MHz,"1,488",3732
AMD Athlon II X3 415e,"1,481",3733
MediaTek MT6762V/WB,"1,480",3734
Intel Pentium G850 @ 2.90GHz,"1,480",3735
Spreadtrum UMS9230H,"1,477",3736
MediaTek MT6762V/WA,"1,476",3737
Intel Core m5-7Y54 @ 1.20GHz,"1,475",3738
ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz,"1,473",3739
Pentium Dual-Core E6000 @ 3.46GHz,"1,472",3740
Intel Xeon E7320 @ 2.13GHz,"1,469",3741
Intel Xeon E5320 @ 1.86GHz,"1,469",3742
AMD A6-5400B APU,"1,468",3743
AMD Phenom 8600B Triple-Core,"1,464",3744
Intel Celeron J4025 @ 2.00GHz,"1,459",3745
Intel Core i3-4020Y @ 1.50GHz,"1,459",3746
AMD A4 PRO-7300B APU,"1,458",3747
Rockchip RK3399 Board (Android),"1,456",3748
AMD Phenom 9450e Quad-Core,"1,455",3749
