CPU Name ,"CPU Mark
","Rank
"
ARM - 4 Core 1804 MHz,"3,336",2642
AMD Athlon X4 840,"3,334",2643
Intel Core i3-4130 @ 3.40GHz,"3,332",2644
MT6853V/NZA,"3,330",2645
Mediatek MT8788,"3,329",2646
AMD FX-4150 Quad-Core,"3,327",2647
Intel Core i7-6498DU @ 2.50GHz,"3,325",2648
AMD PRO A8-9600,"3,318",2649
Intel Xeon X5570 @ 2.93GHz,"3,317",2650
AMD A10 PRO-7800B APU,"3,316",2651
Intel Core i3-6100E @ 2.70GHz,"3,315",2652
Intel Xeon X3470 @ 2.93GHz,"3,314",2653
Intel Pentium Gold G5500T @ 3.20GHz,"3,311",2654
AMD A8-7500,"3,310",2655
AMD Opteron X3421 APU,"3,305",2656
AMD FX-9830P,"3,302",2657
AMD Embedded R-Series RX-421BD,"3,302",2658
Intel Xeon L5609 @ 1.87GHz,"3,298",2659
AMD Athlon Gold 3150C,"3,292",2660
Intel Core i5-L16G7 @ 1.40GHz,"3,291",2661
AMD A8-9600,"3,290",2662
"Qualcomm Technologies, Inc SDM720G","3,289",2663
Intel Xeon E5-2407 v2 @ 2.40GHz,"3,287",2664
Intel Celeron 6600HE @ 2.60GHz,"3,286",2665
Intel Core i3-4360T @ 3.20GHz,"3,286",2666
BCM2712,"3,284",2667
Intel Xeon Platinum 8475B,"3,280",2668
AMD Ryzen Embedded R1600,"3,276",2669
Intel Core i7-6500U @ 2.50GHz,"3,276",2670
Intel Xeon X3480 @ 3.07GHz,"3,273",2671
AMD Opteron 4386,"3,273",2672
AMD A10-7860K,"3,272",2673
Intel Celeron N5100 @ 1.10GHz,"3,272",2674
"Qualcomm Technologies, Inc SM7150","3,271",2675
Intel Xeon W3570 @ 3.20GHz,"3,267",2676
Intel Core i3-10110Y @ 1.00GHz,"3,264",2677
Intel Pentium Silver J5040 @ 2.00GHz,"3,264",2678
Qualcomm SDM670,"3,254",2679
ARM Cortex-A72 8 Core 0 MHz,"3,254",2680
Intel Core i7-950 @ 3.07GHz,"3,251",2681
AMD A10-8750,"3,251",2682
Intel Core i5-4400E @ 2.70GHz,"3,251",2683
AMD A10-9700E,"3,250",2684
Intel Xeon W3550 @ 3.07GHz,"3,247",2685
Intel Core i3-4570T @ 2.90GHz,"3,244",2686
Intel Pentium D1508 @ 2.20GHz,"3,240",2687
MT6833GP,"3,238",2688
MT8667,"3,235",2689
AMD Phenom II X6 1045T,"3,234",2690
Intel Core i5-4570T @ 2.90GHz,"3,232",2691
Mediatek MT6768G,"3,232",2692
Intel Core i7-4610M @ 3.00GHz,"3,230",2693
AMD A8-7670K,"3,230",2694
AMD FX-870K Quad Core,"3,227",2695
ZHAOXIN KaiXian KX-U6580@2.5GHz,"3,227",2696
Intel Core i5-2405S @ 2.50GHz,"3,224",2697
Intel Core i7-2715QE @ 2.10GHz,"3,221",2698
Intel Xeon X5560 @ 2.80GHz,"3,221",2699
AMD PRO A8-8650B,"3,218",2700
AMD A10-7800 APU,"3,218",2701
Intel Core i5-6300U @ 2.40GHz,"3,211",2702
Intel Core i7-4600M @ 2.90GHz,"3,210",2703
AMD A8-7600 APU,"3,208",2704
Intel Atom x6427FE @ 1.90GHz,"3,196",2705
AMD A10-6800K APU,"3,196",2706
AMD A10-7700K APU,"3,195",2707
Intel Core i5-6260U @ 1.80GHz,"3,193",2708
ARM - 8 Core 1800 MHz,"3,192",2709
Intel Core i5-4330M @ 2.80GHz,"3,190",2710
Mediatek MT8786V/N,"3,180",2711
AMD FX-4350 Quad-Core,"3,175",2712
Intel Core i5-2400S @ 2.50GHz,"3,173",2713
AMD FX-770K Quad-Core,"3,172",2714
Intel Atom C1110,"3,170",2715
"Samsung ""Exynos 9610""","3,168",2716
Samsung Exynos 8895,"3,167",2717
ARM Cortex-A55 8 Core 1800 MHz,"3,163",2718
"Qualcomm Technologies, Inc SDMMAGPIE","3,161",2719
Intel Core i7-870 @ 2.93GHz,"3,161",2720
Intel Pentium Gold G5400T @ 3.10GHz,"3,160",2721
AMD A10-6800B APU,"3,155",2722
AMD Ryzen 3 3250C,"3,153",2723
Unisoc T616,"3,152",2724
Intel Core i3-6100TE @ 2.70GHz,"3,152",2725
Intel Core i7-5557U @ 3.10GHz,"3,151",2726
ARM Cortex-A78 4 Core 1958 MHz,"3,150",2727
AMD FX-4320,"3,150",2728
AMD FX-4330,"3,146",2729
MediaTek MT8188,"3,144",2730
AMD Ryzen Embedded R1305G,"3,142",2731
Intel Core i3-4350T @ 3.10GHz,"3,142",2732
Intel Core i7-875K @ 2.93GHz,"3,142",2733
Intel Core i3-4170T @ 3.20GHz,"3,132",2734
Intel Pentium Silver J5005 @ 1.50GHz,"3,130",2735
MT8786V/CA,"3,128",2736
Intel Core i3-6167U @ 2.70GHz,"3,128",2737
"Qualcomm Technologies, Inc BENGALP-IOT","3,127",2738
virt-10.0,"3,127",2739
ARM Neoverse-N1 4 Core 0 MHz,"3,125",2740
AMD A8-7650K,"3,119",2741
AMD FX-4200 Quad-Core,"3,119",2742
AMD A10-6700 APU,"3,114",2743
ARM Cortex-A76 4 Core 1800 MHz,"3,114",2744
AMD PRO A12-9800E,"3,113",2745
MediaTek MT6779V/CE,"3,112",2746
Intel Core i3-4330T @ 3.00GHz,"3,111",2747
Allwinner A733,"3,109",2748
Intel Xeon W3540 @ 2.93GHz,"3,109",2749
Intel Core i3-4160T @ 3.10GHz,"3,107",2750
Qualcomm SM6115,"3,107",2751
AMD PRO A8-8670E,"3,102",2752
Intel Core i5-6198DU @ 2.30GHz,"3,102",2753
Intel Core i5-6360U @ 2.00GHz,"3,101",2754
Mediatek MT8786V/CT,"3,100",2755
Intel Pentium Gold G6405T @ 3.50GHz,"3,095",2756
Intel Core i7-4578U @ 3.00GHz,"3,088",2757
"Qualcomm Technologies, Inc SM4350","3,087",2758
QTI SM611,"3,085",2759
AMD A10-6790K APU,"3,084",2760
ARM Neoverse-V1 4 Core 0 MHz,"3,084",2761
Intel Core i5-5287U @ 2.90GHz,"3,083",2762
MT6771V/CL,"3,079",2763
Intel Core i5-4310M @ 2.70GHz,"3,079",2764
Intel Core i5-4210H @ 2.90GHz,"3,075",2765
Intel Xeon W3530 @ 2.80GHz,"3,067",2766
Spreadtrum UMS9230E,"3,066",2767
Intel Core i5-4570TE @ 2.70GHz,"3,065",2768
Intel Pentium G4600T @ 3.00GHz,"3,062",2769
Intel Core i5-24050S @ 2.50GHz,"3,061",2770
AMD Opteron 2435,"3,061",2771
AMD FX-4170 Quad-Core,"3,059",2772
ZHAOXIN KaiXian KX-U6780A,"3,058",2773
AMD A10-5800B APU,"3,057",2774
Intel Xeon L5630 @ 2.13GHz,"3,048",2775
Intel Core i3-7130U @ 2.70GHz,"3,046",2776
vendor Kirin970,"3,045",2777
AMD Opteron X3418 APU,"3,043",2778
Intel Xeon X5550 @ 2.67GHz,"3,036",2779
ARM Ampere-1 4 Core 0 MHz,"3,034",2780
Intel Pentium GOLD 6500Y @ 1.10GHz,"3,032",2781
AMD PRO A10-9700E,"3,029",2782
Intel Core i7-940 @ 2.93GHz,"3,029",2783
AMD Embedded R-Series RX-421ND,"3,024",2784
Intel Core i3-9100HL @ 1.60GHz,"3,024",2785
Intel Core i7-860 @ 2.80GHz,"3,017",2786
ARM Cortex-A78 4 Core 2000 MHz,"3,016",2787
AMD Phenom II X6 1035T,"3,014",2788
Intel Core i3-6100H @ 2.70GHz,"3,013",2789
AMD PRO A10-8770E,"3,012",2790
Intel Core i5-4200H @ 2.80GHz,"3,010",2791
AMD PRO A12-8870E,"3,010",2792
Intel Core i7-5650U @ 2.20GHz,"3,008",2793
Intel Core i7-5600U @ 2.60GHz,"3,008",2794
AMD Athlon Silver 7120U,"3,006",2795
SMDK4x12,"3,006",2796
Intel Core i5-3470T @ 2.90GHz,"3,003",2797
AMD A8-6600K APU,"3,000",2798
AMD A8-8650,"2,996",2799
Intel Pentium Silver N6000 @ 1.10GHz,"2,994",2800
AMD A8 PRO-7600B APU,"2,994",2801
MT8786V/N,"2,992",2802
Intel Core i5-6200U @ 2.30GHz,"2,991",2803
AMD FX-4300 Quad-Core,"2,989",2804
AMD Opteron 4174 HE,"2,986",2805
Spreadtrum T620,"2,984",2806
Intel Core i7-3540M @ 3.00GHz,"2,981",2807
DG1701SNF87IG,"2,981",2808
Intel Core i5-4308U @ 2.80GHz,"2,981",2809
Intel Core i7-930 @ 2.80GHz,"2,981",2810
AMD FX-670K Quad-Core,"2,980",2811
AMD A12-9730P,"2,979",2812
Intel Xeon E5-2637 @ 3.00GHz,"2,978",2813
AMD Athlon X4 760K Quad Core,"2,977",2814
Intel Core i5-4300M @ 2.60GHz,"2,977",2815
ARM Cortex-A76 8 Core 1800 MHz,"2,975",2816
Intel Xeon X3460 @ 2.80GHz,"2,972",2817
Intel Pentium G4560T @ 2.90GHz,"2,972",2818
AMD PRO A10-8750B,"2,971",2819
virt-9.2,"2,967",2820
Spreadtrum T615,"2,961",2821
AMD A10-5800K APU,"2,961",2822
Intel Core i7-4558U @ 2.80GHz,"2,960",2823
AMD Athlon Silver 3050U,"2,947",2824
AMD A10-9630P,"2,946",2825
Snapdragon 850 @ 2.40 GHz,"2,946",2826
Hisilicon Kirin810,"2,945",2827
"Qualcomm Technologies, Inc SM6150","2,941",2828
Qualcomm SM6125,"2,938",2829
Intel Celeron J4125 @ 2.00GHz,"2,936",2830
Hisilicon Kirin 955,"2,936",2831
Spreadtrum T618,"2,934",2832
AMD Opteron 6128 HE,"2,932",2833
Intel Xeon W3520 @ 2.67GHz,"2,930",2834
Intel Core i5-3380M @ 2.90GHz,"2,930",2835
Intel Core i5-2500T @ 2.30GHz,"2,929",2836
Rockchip RK3399,"2,925",2837
Spreadtrum T616,"2,924",2838
Unisoc ums9230H,"2,924",2839
Unisoc ums9230T,"2,914",2840
Intel Xeon X5492 @ 3.40GHz,"2,912",2841
Intel Xeon E5-2609 @ 2.40GHz,"2,908",2842
HiSilicon Kirin 970,"2,908",2843
AMD Athlon X4 830,"2,901",2844
AMD Athlon Silver 3050e,"2,897",2845
HiSilicon Kirin 960,"2,897",2846
Intel Core i3-4130T @ 2.90GHz,"2,895",2847
Intel Core i5-4210M @ 2.60GHz,"2,895",2848
AMD Opteron 2431,"2,894",2849
QTI SM6115,"2,893",2850
Spreadtrum T612,"2,889",2851
ARM Cortex-A78AE 6 Core 1728 MHz,"2,887",2852
Intel Core i3-4150T @ 3.00GHz,"2,885",2853
Intel Core i5-3360M @ 2.80GHz,"2,883",2854
AMD Athlon X4 750K Quad Core,"2,883",2855
AMD Athlon Silver 3050C,"2,879",2856
Spreadtrum UMS9230,"2,878",2857
AMD Opteron 4184,"2,872",2858
Intel Xeon X3450 @ 2.67GHz,"2,871",2859
Intel Xeon X5470 @ 3.33GHz,"2,869",2860
AMD A8-5600K APU,"2,862",2861
Intel Core i7-920 @ 2.67GHz,"2,861",2862
AMD FX-7600P APU,"2,856",2863
QTI SM6125,"2,855",2864
"Qualcomm Technologies, Inc SDA660","2,853",2865
"Qualcomm Technologies, Inc MSM8998","2,848",2866
Intel Core i3-10100Y @ 1.30GHz,"2,846",2867
ARM Cortex-A78 8 Core,"2,845",2868
Intel Core i7-3520M @ 2.90GHz,"2,844",2869
AMD Phenom II X4 980,"2,839",2870
MT6768G,"2,838",2871
Intel Core i5-5257U @ 2.70GHz,"2,834",2872
AMD FX-8800P,"2,832",2873
Intel Core i5-4278U @ 2.60GHz,"2,830",2874
AMD A8-6500 APU,"2,830",2875
vendor Kirin710,"2,828",2876
AMD Opteron 6128,"2,826",2877
T606,"2,824",2878
Intel Celeron J4105 @ 1.50GHz,"2,822",2879
Mediatek MT6769,"2,819",2880
Intel Atom x6425RE @ 1.90GHz,"2,819",2881
Unisoc T610,"2,812",2882
Intel Core i5-4200M @ 2.50GHz,"2,809",2883
Intel Celeron G5925 @ 3.60GHz,"2,808",2884
Qualcomm SDM450,"2,808",2885
Intel Xeon E5540 @ 2.53GHz,"2,805",2886
Intel Core i7-5500U @ 2.40GHz,"2,799",2887
Intel Pentium G4500 @ 3.50GHz,"2,790",2888
Intel Atom C2750 @ 2.40GHz,"2,787",2889
AMD A8-6500B APU,"2,785",2890
Intel Celeron G6900TE,"2,782",2891
T610S-Unisoc,"2,781",2892
Intel Core2 Extreme X9775 @ 3.20GHz,"2,780",2893
Intel Core i7-5550U @ 2.00GHz,"2,780",2894
Intel Core i3-6157U @ 2.40GHz,"2,777",2895
ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,"2,776",2896
"Qualcomm Technologies, Inc QCM6125","2,775",2897
Intel Celeron G5905 @ 3.50GHz,"2,771",2898
T618,"2,771",2899
AMD Athlon PRO 3045B,"2,770",2900
Intel Core i7-870S @ 2.67GHz,"2,765",2901
Intel Xeon X3440 @ 2.53GHz,"2,763",2902
MediaTek G85 (MT6769Z),"2,758",2903
AMD Athlon X4 850,"2,756",2904
MT8788,"2,756",2905
Intel Xeon X5482 @ 3.20GHz,"2,755",2906
Intel Core 860 @ 2.80GHz,"2,754",2907
Intel Core m3-8100Y @ 1.10GHz,"2,753",2908
AMD Athlon X4 750 Quad Core,"2,751",2909
AMD RX-427BB,"2,747",2910
Spreadtrum T610,"2,747",2911
Spreadtrum T606,"2,745",2912
AMD A10-5700 APU,"2,743",2913
AMD Phenom II X4 970,"2,743",2914
Unisoc UIS7862S,"2,739",2915
Intel Xeon E5530 @ 2.40GHz,"2,739",2916
MediaTek G88 (MT6769H),"2,736",2917
Intel Xeon E5-2603 v2 @ 1.80GHz,"2,735",2918
ARM Cortex-A76 4 Core 3100 MHz,"2,734",2919
Intel Core i5-8210Y @ 1.60GHz,"2,733",2920
Intel Core i7-4600U @ 2.10GHz,"2,723",2921
Intel Core i3-7100U @ 2.40GHz,"2,722",2922
"ARM Phytium,FT-2000/4 8 Core 2300 MHz","2,720",2923
Intel Core m3-7Y32 @ 1.10GHz,"2,720",2924
AMD A6-9400,"2,717",2925
MediaTek G80 (MT6769V/CU),"2,717",2926
Intel Celeron G4950 @ 3.30GHz,"2,714",2927
Intel Pentium N6415 @ 1.20GHz,"2,713",2928
MediaTek MT6779V/CV,"2,712",2929
Intel Core i5-5300U @ 2.30GHz,"2,712",2930
"Qualcomm Technologies, Inc SDM710","2,709",2931
Mediatek MT6768,"2,709",2932
AMD FX-4130 Quad-Core,"2,709",2933
AMD PRO A12-9800B,"2,705",2934
AMD Opteron 3350 HE,"2,699",2935
ARM Cortex-A76 4 Core 1608 MHz,"2,698",2936
"Qualcomm Technologies, Inc SM6225","2,692",2937
AMD Phenom II X4 B65,"2,690",2938
"ARM Phytium,D2000/8 8 Core 2300 MHz","2,690",2939
Intel Core2 Extreme X9770 @ 3.20GHz,"2,689",2940
Intel Celeron J4115 @ 1.80GHz,"2,688",2941
Intel Core i5-3340M @ 2.70GHz,"2,687",2942
Intel Xeon E5607 @ 2.27GHz,"2,686",2943
MediaTek MT6779V/CU,"2,683",2944
Intel Core i5-4402E @ 1.60GHz,"2,681",2945
Hisilicon Kirin970,"2,681",2946
Intel Core i3-4110M @ 2.60GHz,"2,678",2947
Intel Celeron G5900 @ 3.40GHz,"2,677",2948
Intel Xeon E5-2407 @ 2.20GHz,"2,675",2949
ARM D2000/8 8 Core 2300 MHz,"2,674",2950
MediaTek MT6771V/C,"2,673",2951
AMD PRO A12-8800B,"2,673",2952
MediaTek MT6771V/CT,"2,673",2953
Intel Xeon E5-2403 v2 @ 1.80GHz,"2,672",2954
Intel Pentium G4520 @ 3.60GHz,"2,670",2955
Intel Core i5-680 @ 3.60GHz,"2,669",2956
Intel Core i5-4288U @ 2.60GHz,"2,665",2957
Intel Core i5-760 @ 2.80GHz,"2,661",2958
Intel Core i5-3320M @ 2.60GHz,"2,659",2959
AMD Phenom II X4 965,"2,654",2960
Mediatek MT6769V/CB,"2,652",2961
AMD Athlon II X4 559,"2,652",2962
Intel Core i3-3250T @ 3.00GHz,"2,650",2963
Unisoc T606,"2,645",2964
Unisoc T700,"2,644",2965
Intel Core i7-3687U @ 2.10GHz,"2,643",2966
AMD 3015e,"2,640",2967
AMD Athlon X4 740 Quad Core,"2,639",2968
UIS7862A,"2,638",2969
AMD RX-425BB,"2,637",2970
"Qualcomm Technologies, Inc BENGALP","2,636",2971
AMD PRO A12-8830B,"2,634",2972
Intel Core i7-4510U @ 2.00GHz,"2,633",2973
Unisoc T612,"2,632",2974
ARM Cortex-A78AE 6 Core 1510 MHz,"2,631",2975
QTI SM4250,"2,631",2976
Intel Core i3-6100U @ 2.30GHz,"2,628",2977
AMD Phenom II X4 B60,"2,627",2978
AMD A12-9720P,"2,625",2979
AMD FX-4100 Quad-Core,"2,624",2980
Intel Core i5-4258U @ 2.40GHz,"2,624",2981
AMD Opteron 6172,"2,615",2982
"Qualcomm Technologies, Inc SDM712","2,614",2983
AMD A8-5500 APU,"2,613",2984
Intel Core i5-7Y54 @ 1.20GHz,"2,611",2985
AMD Phenom II X4 975,"2,610",2986
QTI SDM660,"2,610",2987
Intel N50,"2,608",2988
AMD A8-5500B APU,"2,604",2989
Unisoc ums512,"2,600",2990
Intel Pentium Silver N5000 @ 1.10GHz,"2,600",2991
Intel Core i3-7102E @ 2.10GHz,"2,599",2992
Samsung Exynos 8890,"2,596",2993
ARM Cortex-A76 4 Core 2900 MHz,"2,596",2994
Intel Core i5-3610ME @ 2.70GHz,"2,595",2995
ARM Cortex-A76 4 Core 3000 MHz,"2,594",2996
Intel Core i3-5157U @ 2.50GHz,"2,593",2997
MediaTek G80 (MT6769T),"2,592",2998
Intel Core i5-5350U @ 1.80GHz,"2,592",2999
Unisoc T618,"2,586",3000
MediaTek MT8183,"2,585",3001
AMD Phenom II X4 B55,"2,584",3002
Intel Xeon X5460 @ 3.16GHz,"2,582",3003
ARM Cortex-A76 4 Core 3400 MHz,"2,580",3004
ARM Cortex-A76 4 Core 3200 MHz,"2,579",3005
Intel Core i5-7Y57 @ 1.20GHz,"2,579",3006
Intel Celeron G5920 @ 3.50GHz,"2,577",3007
"Qualcomm Technologies, Inc SDM670","2,575",3008
Intel Xeon E5450 @ 3.00GHz,"2,573",3009
Intel Core i3-7020U @ 2.30GHz,"2,570",3010
Intel Xeon X3380 @ 3.16GHz,"2,568",3011
AMD Athlon II X4 557,"2,567",3012
T610-Unisoc,"2,565",3013
Intel Core i5-3230M @ 2.60GHz,"2,565",3014
Samsung Exynos 9611,"2,564",3015
Mediatek MT8786,"2,560",3016
"Qualcomm Technologies, Inc TRINKET-IOT","2,559",3017
Intel Celeron G4920 @ 3.20GHz,"2,558",3018
Qualcomm SM4250,"2,557",3019
AMD FX-7600P,"2,557",3020
Intel Pentium G4400 @ 3.30GHz,"2,555",3021
Intel Core i5-670 @ 3.47GHz,"2,553",3022
Intel Atom x7211E,"2,553",3023
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,"2,553",3024
Intel Core i5-750 @ 2.67GHz,"2,540",3025
Intel Celeron G4930 @ 3.20GHz,"2,539",3026
Intel Pentium Silver N5030 @ 1.10GHz,"2,538",3027
AMD Phenom II X4 955,"2,537",3028
Snapdragon 835,"2,536",3029
AMD Phenom II X4 B99,"2,536",3030
AMD Phenom II X4 B97,"2,535",3031
Intel Xeon X3370 @ 3.00GHz,"2,534",3032
Intel Xeon E5520 @ 2.27GHz,"2,533",3033
Intel Core i5-4310U @ 2.00GHz,"2,532",3034
ARM Kryo-4XX-Gold 8 Core 1804 MHz,"2,531",3035
AMD PRO A10-9700B,"2,530",3036
Intel Core i7-7Y75 @ 1.30GHz,"2,530",3037
AMD Athlon II X4 555,"2,526",3038
QTI QCM4325,"2,526",3039
Intel Core i3-4100M @ 2.50GHz,"2,524",3040
Intel Xeon L5530 @ 2.40GHz,"2,522",3041
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz","2,522",3042
Apple A9X,"2,513",3043
QTI QCM4290,"2,512",3044
Intel Core i5-2390T @ 2.70GHz,"2,506",3045
Intel Core i5-5200U @ 2.20GHz,"2,505",3046
AMD A10-9620P,"2,501",3047
Intel Core i7-4500U @ 1.80GHz,"2,500",3048
Intel Celeron 7305,"2,500",3049
MediaTek G80 (MT6769V/CT),"2,497",3050
Intel Core2 Quad Q9650 @ 3.00GHz,"2,496",3051
samsung exynos7885,"2,496",3052
Intel Xeon L7455 @ 2.13GHz,"2,494",3053
ARM Cortex-A76 4 Core 3300 MHz,"2,493",3054
Intel Core i5-4300U @ 1.90GHz,"2,482",3055
AMD Opteron 8439 SE,"2,479",3056
Intel Core i7-4560U @ 1.60GHz,"2,473",3057
AMD Athlon II X4 651 Quad-Core,"2,470",3058
Intel Xeon L3426 @ 1.87GHz,"2,470",3059
ARM Cortex-A76 4 Core 2800 MHz,"2,469",3060
Intel Core i5-3210M @ 2.50GHz,"2,468",3061
"Qualcomm Technologies, Inc TRINKET","2,465",3062
AMD A8-8600P,"2,464",3063
Intel Celeron N4120 @ 1.10GHz,"2,462",3064
Intel Xeon D-1602 @ 2.50GHz,"2,459",3065
Intel Core i3-3250 @ 3.50GHz,"2,458",3066
HiSilicon Kirin 950,"2,457",3067
Intel Core i5-661 @ 3.33GHz,"2,457",3068
AMD FX-9800P,"2,457",3069
AMD Athlon II X4 650,"2,457",3070
Intel Celeron N4100 @ 1.10GHz,"2,456",3071
Intel Core i7-4650U @ 1.70GHz,"2,456",3072
Intel Core i7-2640M @ 2.80GHz,"2,454",3073
"Qualcomm Technologies, Inc BENGAL","2,453",3074
Intel Core i5-5250U @ 1.60GHz,"2,453",3075
MediaTek MT6771V/W,"2,452",3076
Samsung A04S EUR OPEN REV03C board based on EXYNOS,"2,452",3077
Intel Core i7-8500Y @ 1.50GHz,"2,450",3078
Intel Core i7-3667U @ 2.00GHz,"2,448",3079
AMD Phenom II X4 B50,"2,448",3080
Hisilicon Kirin710,"2,447",3081
Intel Core i7-4610Y @ 1.70GHz,"2,446",3082
Qualcomm SDM660,"2,444",3083
Intel Xeon E5606 @ 2.13GHz,"2,443",3084
MediaTek G70 (MT6769V/CB),"2,441",3085
"Qualcomm Technologies, Inc SDM660","2,441",3086
AMD Phenom II X4 850,"2,441",3087
AMD Phenom II X4 840,"2,439",3088
Snapdragon 662,"2,431",3089
Intel Atom C3558 @ 2.20GHz,"2,431",3090
Qualcomm SDM630,"2,429",3091
Intel Pentium G3470 @ 3.60GHz,"2,428",3092
AMD Phenom II X4 B95,"2,427",3093
Intel Core i7-2620M @ 2.70GHz,"2,427",3094
Intel Core i5-4350U @ 1.40GHz,"2,425",3095
Intel Core i5-660 @ 3.33GHz,"2,424",3096
Intel Xeon X3360 @ 2.83GHz,"2,424",3097
Samsung Exynos,"2,423",3098
AMD A8-3850 APU,"2,422",3099
T700-Unisoc,"2,421",3100
AMD A12-9700P,"2,419",3101
AMD 3020e,"2,419",3102
Intel Xeon X5450 @ 3.00GHz,"2,418",3103
AMD Athlon II X4 553,"2,418",3104
AMD Phenom II X4 945,"2,416",3105
Intel Core2 Extreme X9650 @ 3.00GHz,"2,415",3106
Intel Core i3-3245 @ 3.40GHz,"2,412",3107
Intel Xeon L3360 @ 2.83GHz,"2,412",3108
Intel Core m3-7Y30 @ 1.00GHz,"2,411",3109
MT8395AV/ZA,"2,410",3110
"ARM Phytium,D2000/8 8 Core 2000 MHz","2,409",3111
AArch64 rev 2 (aarch64),"2,409",3112
ARM FTC663 8 Core 0 MHz,"2,408",3113
Intel Pentium G4500T @ 3.00GHz,"2,399",3114
Intel Core i5-2560M @ 2.70GHz,"2,397",3115
Intel Xeon E3-1220L V2 @ 2.30GHz,"2,397",3116
MediaTek MT6771V/WT,"2,387",3117
ARM Neoverse-N1 3 Core 0 MHz,"2,385",3118
Intel Core i7-3517UE @ 1.70GHz,"2,384",3119
ARM Cortex-A76 4 Core 2700 MHz,"2,383",3120
Mediatek MT8768N,"2,382",3121
AMD Opteron 4170 HE,"2,382",3122
Apple A8X,"2,381",3123
"Qualcomm Technologies, Inc SDM665","2,379",3124
AMD Phenom II X4 977,"2,377",3125
AMD Athlon II X4 645,"2,376",3126
AMD Phenom II X4 960T,"2,375",3127
ARM Kryo-3XX-Gold 8 Core 1766 MHz,"2,372",3128
Intel Xeon X3363 @ 2.83GHz,"2,370",3129
Intel Core i7-3537U @ 2.00GHz,"2,370",3130
DG1201SLF87HW,"2,369",3131
ARM - 2 Core 0 MHz,"2,368",3132
Intel Xeon E5440 @ 2.83GHz,"2,367",3133
Intel Xeon E5-2403 @ 1.80GHz,"2,367",3134
Intel Atom x7211RE,"2,364",3135
Intel Celeron G4900 @ 3.10GHz,"2,364",3136
Intel Atom T5700 @ 1.70GHz,"2,363",3137
Intel Core m7-6Y75 @ 1.20GHz,"2,362",3138
AMD A10-9600P,"2,361",3139
AMD Phenom II X4 840T,"2,360",3140
Intel Pentium 6405U @ 2.40GHz,"2,360",3141
Intel Celeron G3920 @ 2.90GHz,"2,358",3142
Intel Core2 Quad Q9550 @ 2.83GHz,"2,356",3143
Intel Core i5-2540M @ 2.60GHz,"2,354",3144
AMD Phenom II X4 940,"2,351",3145
AMD A8-3870K APU,"2,350",3146
Intel Core i3-6102E @ 1.90GHz,"2,349",3147
Intel Core2 Extreme X9750 @ 3.16GHz,"2,348",3148
Intel Core i3-3240 @ 3.40GHz,"2,346",3149
MediaTek MT6768V/CA,"2,346",3150
AMD Opteron 4130,"2,342",3151
ARM Cortex-A76 4 Core 2500 MHz,"2,342",3152
Intel Core m5-6Y57 @ 1.10GHz,"2,338",3153
Intel Celeron 7305E,"2,337",3154
Intel Celeron G3950 @ 3.00GHz,"2,336",3155
Intel Xeon E5472 @ 3.00GHz,"2,333",3156
Intel Xeon X5365 @ 3.00GHz,"2,331",3157
Intel Xeon E5-2603 @ 1.80GHz,"2,325",3158
Intel Core i7-860S @ 2.53GHz,"2,324",3159
ARM Cortex-A76 4 Core 2600 MHz,"2,323",3160
Intel Pentium G4400T @ 2.90GHz,"2,322",3161
AMD Phenom II X4 B35,"2,319",3162
Intel Atom C2758 @ 2.40GHz,"2,317",3163
Intel Core i5-4210U @ 1.70GHz,"2,316",3164
Intel Pentium J4205 @ 1.50GHz,"2,314",3165
AMD Athlon II X4 641 Quad-Core,"2,313",3166
Intel Core i7-940XM @ 2.13GHz,"2,312",3167
Intel Xeon X3430 @ 2.40GHz,"2,311",3168
AMD Phenom II X4 B45,"2,311",3169
Intel Core i5-4260U @ 1.40GHz,"2,308",3170
Intel Core i3-2140 @ 3.50GHz,"2,307",3171
AMD PRO A10-8730B,"2,306",3172
Intel Celeron G5905T @ 3.30GHz,"2,304",3173
AMD Phenom II X4 B70,"2,303",3174
AMD A10-6700T APU,"2,299",3175
MT6771V/WL,"2,299",3176
Intel Core i7-4550U @ 1.50GHz,"2,291",3177
ARM Cortex-A72 4 Core 2208 MHz,"2,290",3178
Intel Core m5-6Y54 @ 1.10GHz,"2,290",3179
Intel Atom x7213RE,"2,286",3180
Unisoc ums9230,"2,285",3181
Intel Pentium G3460 @ 3.50GHz,"2,285",3182
Mediatek MT8791V/TZA,"2,284",3183
Intel Pentium 1403 v2 @ 2.60GHz,"2,284",3184
Intel Celeron G4930T @ 3.00GHz,"2,283",3185
Intel Xeon X3353 @ 2.66GHz,"2,283",3186
AMD Opteron 3260 HE,"2,283",3187
AMD Athlon X4 730,"2,278",3188
"Qualcomm Technologies, Inc SM6125","2,277",3189
Intel Core i3-3220 @ 3.30GHz,"2,275",3190
Intel Xeon L5520 @ 2.27GHz,"2,274",3191
Mediatek MT8768CX,"2,274",3192
Intel Core i3-6006U @ 2.00GHz,"2,272",3193
Samsung Exynos 9610,"2,271",3194
ARM - 8 Core 2208 MHz,"2,270",3195
AOSP ranchu,"2,270",3196
